,2020,2021,2022
revenue,8000.0,0.0,0.0
net_income,-1686.0,-40335000.0,-39760000.0
cash_and_equiv,123000.0,40566000.0,15740000.0
long_term_assets,5924000.0,5707000.0,4497000.0
depreication,75000.0,1619000.0,2729000.0
eps_diluted,0.0,-3.11,-1.69
