,2019,2020,2021,2022
cash_and_equiv,974832.0,1402700.0,1770000.0,1341000.0
revenue,0.0,31338936.0,35270000.0,45886000.0
net_income,0.0,2353443.0,-5949000.0,-9610000.0
eps_diluted,0.0,0.084,-0.202,0.0
long_term_assets,0.0,3079865.0,12809000.0,13014000.0
depreication,0.0,803194.0,1422000.0,3374000.0
