,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,15363000.0,9111000.0,18675000.0,67979000.0,67049000.0,54873000.0,57961000.0,108341000.0,100094000.0,407703000.0,322848000,199600000.0
revenue,0.0,41101000.0,15669000.0,22148000.0,30408000.0,150224000.0,51703000.0,67177000.0,86840000.0,108986000.0,498720000,565673000.0
net_income,0.0,-8779000.0,-6499000.0,-4760000.0,-8420000.0,-7513000.0,-5521000.0,-11863000.0,-15666000.0,-37821000.0,-112746000,-108983000.0
depreication,0.0,1697000.0,900000.0,961000.0,6847000.0,12199000.0,14946000.0,16802000.0,28457000.0,51840000.0,54833000,61659000.0
long_term_assets,0.0,0.0,27237000.0,32284000.0,71250000.0,75311000.0,81728000.0,245408000.0,823099000.0,800486000.0,862595000,818650000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53,-2.65,-2,-1.9
