,2001,2002,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,674000.0,674000.0,13266000.0,28408000.0,39838000.0,17873000.0,18281000.0,5475000.0,3714000.0,902000.0,1904000.0,1431000.0,1071000.0,1408000.0,7762000,12757000.0,8110000.0
net_income,0.0,0.0,0.0,-5952000.0,-81274000.0,51546000.0,-70656000.0,-59488000.0,-18926000.0,1011000.0,-3133000.0,-12035000.0,-8714000.0,-9386000.0,420000,-15237000.0,-4931000.0
eps_diluted,0.0,0.0,0.0,-0.16,-0.42,0.74,-0.95,-0.73,-0.23,0.01,-0.04,-0.12,-0.09,-0.09,0,-0.14,-0.04
depreication,0.0,0.0,0.0,262000.0,288000.0,420000.0,589000.0,1021000.0,863000.0,694000.0,618000.0,655000.0,983000.0,52000.0,48000,49000.0,45000.0
long_term_assets,0.0,0.0,0.0,0.0,40347000.0,160433000.0,41636000.0,43250000.0,14748000.0,12666000.0,12087000.0,10026000.0,8056000.0,7858000.0,7823000,2391000.0,2339000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
