,2019,2020,2021,2022
revenue,90452000,103968000,140664000.0,162665000.0
net_income,0,0,-3779000.0,-35399000.0
eps_diluted,0,0,-0.05,-0.41
cash_and_equiv,25044000,29265000,143964000.0,90715000.0
long_term_debt,8587,75385000,41909000.0,37331000.0
long_term_assets,0,25713000,21695000.0,25036000.0
