,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,3218000.0,2824000.0,18928000.0,8439000.0,12579000.0,23675000.0,27331000.0,5610000.0,23001000.0,15700000.0,22500000.0,20000000.0,35900000.0,25200000.0,53700000.0
net_income,0.0,182464000.0,37786000.0,11502000.0,19852000.0,82862000.0,-27247000.0,11565000.0,9343000.0,80924000.0,-187772000.0,-5600000.0,77100000.0,-28100000.0,46000000.0
eps_diluted,0.0,7.75,1.6,0.48,0.84,3.87,-1.39,0.65,0.56,4.88,-11.39,-0.34,4.61,-1.67,2.68
depreication,0.0,47418000.0,47728000.0,76933000.0,79333000.0,90272000.0,90145000.0,84732000.0,91090000.0,105000000.0,101900000.0,115600000.0,111000000.0,105000000.0,103300000.0
long_term_assets,0.0,0.0,955877000.0,1025987000.0,1164990000.0,1159834000.0,1053339000.0,1100432000.0,1237847000.0,1349511000.0,1344200000.0,1411900000.0,1325500000.0,1202900000.0,1117200000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730400000.0,1724200000.0,1761500000.0,1868600000.0,1772600000.0,2080100000.0
