,2010,2011,2012,2013,2014,2018,2019,2020,2021,2022
cash_and_equiv,128000000.0,258000000.0,172000000.0,156000000.0,171000000.0,0.0,1912000.0,2406000.0,11262000.0,16031000.0
net_income,0.0,-519000000.0,-37000000.0,-556000000.0,-145000000.0,52271000.0,35504000.0,149221000.0,101577000.0,54348000.0
depreication,0.0,252000000.0,419000000.0,765000000.0,643000000.0,266975000.0,206270000.0,146523000.0,105473000.0,88392000.0
long_term_debt,0.0,0.0,4256000000.0,3141000000.0,2800000000.0,0.0,971833000.0,735803000.0,869610000.0,770302000.0
long_term_assets,0.0,0.0,1958000000.0,1855000000.0,1225000000.0,0.0,909723000.0,845279000.0,929857000.0,799561000.0
revenue,0.0,0.0,0.0,0.0,0.0,1784401000.0,1421374000.0,1784401000.0,1113382000.0,1202388000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.88,0.82,4.42,2.78,1.49
