,2020,2021,2022
revenue,3412000000.0,3765000000.0,3768000000.0
net_income,-18000000.0,182000000.0,6000000.0
eps_diluted,-0.05,0.52,0.02
depreication,442000000.0,415000000.0,379000000.0
cash_and_equiv,0.0,174000000.0,354000000.0
long_term_assets,0.0,9188000000.0,9007000000.0
