,2017,2018,2019,2020,2021,2022
net_income,-8819.0,2595287.0,-2233000.0,-10386000.0,2202000.0,-31952000.0
long_term_debt,373011.0,109310.0,245347000.0,258525000.0,285119000.0,309534000.0
long_term_assets,276511.0,203081753.0,108743000.0,125521000.0,162843000.0,125411000.0
revenue,0.0,0.0,65154000.0,102103000.0,427935000.0,391148000.0
cash_and_equiv,0.0,0.0,3008000.0,31397000.0,0.0,0.0
depreication,0.0,0.0,9745000.0,17954000.0,25401000.0,28242000.0
eps_diluted,0.0,0.0,0.0,-0.32,0.06,-0.84
