,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,29135.0,194938.0,46000.0,119874000.0,153463000.0,124083000.0,98318000.0,76722000.0,137453000.0,117538000.0,105624000.0,43182000.0
revenue,0.0,929515.0,835623.0,940000.0,1335000.0,1601000.0,1501000.0,361000.0,236000.0,181000.0,1084000.0,1919000.0
net_income,0.0,-270750.0,-3525864.0,-5244000.0,-7288000.0,-99000.0,-8351000.0,-8811000.0,-12089000.0,-10935000.0,-37519000.0,-16317000.0
depreication,0.0,52726.0,59469.0,96141.0,556000.0,2232000.0,2845000.0,2846000.0,3591000.0,3533000.0,1450000.0,1420000.0
long_term_assets,0.0,0.0,366058.0,106929459.0,119058000.0,119765000.0,120064000.0,118407000.0,125245000.0,132005000.0,162273000.0,219099000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.29,-3.13,-2.07,-0.87
