,2020,2021,2022
revenue,95226000.0,96092000.0,74139000.0
net_income,-30681000.0,-137722000.0,-59313000.0
eps_diluted,-0.25,-0.98,-0.4
cash_and_equiv,52803000.0,19494000.0,66963000.0
long_term_assets,166992000.0,75706000.0,83881000.0
depreication,6847000.0,11025000.0,8968000.0
