,2016,2017,2018,2019,2020,2021,2022,2023
revenue,7106000000.0,7607000000.0,21733000000.0,20753000000.0,19577000000.0,17729000000.0,16265000000.0,14430000000.0
net_income,251000000.0,-123000000.0,1751000000.0,1257000000.0,-5369000000.0,-149000000.0,718000000.0,-568000000.0
eps_diluted,1.78,-0.88,6.04,4.47,-20.76,-0.59,2.81,-2.48
depreication,658000000.0,647000000.0,1795000000.0,1968000000.0,1942000000.0,1970000000.0,1717000000.0,1519000000.0
cash_and_equiv,0.0,1263000000.0,2593000000.0,2899000000.0,3679000000.0,2968000000.0,2672000000.0,1858000000.0
long_term_debt,0.0,5267000000.0,17368000000.0,14923000000.0,16567000000.0,12495000000.0,10918000000.0,9087000000.0
long_term_assets,0.0,5416000000.0,24301000000.0,20508000000.0,17019000000.0,13830000000.0,12693000000.0,9721000000.0
