,2020,2021,2022
revenue,103421000.0,295762000.0,631132000.0
net_income,-21510741.0,-6675000.0,-37796000.0
eps_diluted,0.7,-0.13,-0.42
cash_and_equiv,900000.0,47917000.0,41626000.0
long_term_debt,32780000.0,139195000.0,338578000.0
long_term_assets,23622000.0,558302000.0,973407000.0
depreication,1501000.0,13216000.0,21719000.0
