,2011,2012,2013,2014,2015,2021,2022
net_income,-12295.0,-78215.0,-191849.0,-99839.0,-103859.0,-77932.0,554911.0
cash_and_equiv,19467.0,109710.0,3272.0,160.0,1502.0,0.0,0.0
revenue,0.0,2588.0,2268.0,2154.0,2103.0,0.0,0.0
long_term_assets,0.0,49274.0,0.0,0.0,0.0,0.0,23229.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0
