,2018,2019,2020,2021,2022
cash_and_equiv,0.0,0.0,0.0,5469,0.0
net_income,0.0,0.0,-109355.0,-94973,-2907828.0
long_term_assets,0.0,0.0,0.0,324762,4239507.0
revenue,0.0,0.0,0.0,0,62732.0
eps_diluted,0.0,0.0,0.0,0,-0.04
depreication,0.0,0.0,0.0,9737,15862.0
