,2019,2020,2021,2022
revenue,235111000.0,342205000.0,479420000.0,344501000.0
net_income,-40083000.0,-7273000.0,13416000.0,-285415000.0
eps_diluted,-1.94,-0.46,0.31,-6.35
cash_and_equiv,22866000.0,75178000.0,26607000.0,21291000.0
depreication,6995000.0,6779000.0,14934000.0,41527000.0
long_term_debt,0.0,49736000.0,210195000.0,162277000.0
long_term_assets,0.0,75878000.0,621858000.0,418611000.0
