,2018,2019,2020,2021,2022
cash_and_equiv,9461000.0,39632000.0,13248000.0,198256000.0,138545000.0
revenue,0.0,38178000.0,76190000.0,113671000.0,119567000.0
net_income,0.0,-29086000.0,-27235908.0,-62742000.0,-79672000.0
depreication,0.0,59000.0,379000.0,1973000.0,1357000.0
eps_diluted,0.0,0.0,-1.67,-0.72,-0.51
long_term_assets,0.0,0.0,12196000.0,10276000.0,3697000.0
