,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,41848059.0,44076339.0,29797095.0,43539303.0,42273000.0,86218517.0,129114803.0,100062957.0,64993923.0,51754131.0,64498442.0,68465342.0,38242411.0,31304151.0,55770823.0
revenue,0.0,113045961.0,111409623.0,118280752.0,119213071.0,121481565.0,131972892.0,141315881.0,144132183.0,154311921.0,164330202.0,144259312.0,145003021.0,150204527.0,152760888.0
eps_diluted,0.0,-0.6,0.51,0.41,1.41,0.75,0.0,0.0,0.0,0.0,-0.31,0.0,0.31,-0.93,0.9
net_income,0.0,0.0,11093191.0,8549791.0,28958487.0,21217193.0,12685826.0,2566678.0,-7798300.0,-1218237.0,-12276520.0,2093124.0,11984485.0,-35123208.0,34253365.0
long_term_debt,0.0,0.0,370523434.0,407169036.0,401161026.0,415938866.0,392793727.0,528374391.0,481596520.0,465724772.0,549461616.0,435365442.0,416590564.0,361874797.0,335544886.0
long_term_assets,0.0,0.0,643248852.0,639188408.0,656775624.0,753099686.0,804615799.0,914501801.0,925464299.0,933387466.0,897856049.0,876256492.0,895952783.0,746961964.0,716807086.0
