,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6208000.0,3768000.0,20715000.0,11863000.0,10635000.0,5311000.0,7046000.0,3600000.0,5194000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net_income,0.0,-12878000.0,-4442000.0,-6865000.0,-7034000.0,-7236000.0,-4930000.0,-26164000.0,-27329000.0
depreication,0.0,325000.0,232000.0,129000.0,218000.0,155000.0,163000.0,121000.0,169000.0
long_term_assets,0.0,0.0,948000.0,848000.0,8537000.0,6923000.0,15000.0,304000.0,134000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.89,-6.02
