,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,371000000.0,300000000.0,435000000.0,474000000.0,467000000.0,1037000000.0,613000000.0,602000000.0,618000000.0,1118000000.0,951000000.0,910000000.0
net_income,0.0,-778000000.0,-271000000.0,-475000000.0,-1208000000.0,-549000000.0,-1938000000.0,-2103000000.0,-26000000.0,-1921000000.0,-450000000.0,26000000.0
eps_diluted,0.0,-1.02,-0.35,-0.61,-1.54,-0.59,0.0,0.0,0.0,-27.44,-6.43,0.36
depreication,0.0,1282000000.0,1402000000.0,1371000000.0,1200000000.0,956000000.0,801000000.0,556000000.0,34000000.0,503000000.0,440000000.0,349000000.0
long_term_assets,0.0,0.0,12043000000.0,10945000000.0,9196000000.0,7754000000.0,5869000000.0,3151000000.0,3840000000.0,2257000000.0,1863000000.0,1677000000.0
revenue,0.0,0.0,0.0,0.0,0.0,5749000000.0,1490000000.0,1429000000.0,261000000.0,3685000000.0,3645000000.0,4331000000.0
