,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,15257.0,40184,326228,73679,1311338.0,834190.0,1470574.0,686611.0,506174.0,453939.0,789930.0
revenue,0.0,32000,2149726,2561758,2761245.0,3182700.0,5281533.0,4326472.0,4825956.0,6010438.0,7705715.0
net_income,0.0,-258784,-500945,-764795,-858113.0,-753895.0,-409161.0,-3436890.0,-726025.0,-272848.0,-471386.0
eps_diluted,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,59366,342168,-782782,288592.0,347840.0,631705.0,592137.0,606099.0,1001135.0,1072821.0
long_term_assets,0.0,1150243,3188478,3666243,3629343.0,3640808.0,5332167.0,3306800.0,3251251.0,3438601.0,3273862.0
depreication,0.0,2231,35524,35355,25761.0,15706.0,20762.0,23113.0,27656.0,51710.0,71257.0
