,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-18677.0,-70441.0,-48954.0,-57173.0,-58894.0,-60270.0,-136802.0,-59675.0,-57318.0,-5578690.0,-7723404.0,-28180084.0,-22508304.0,-10187863.0,-27131908.0,-13621000.0,-58289000.0,-110173000.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,18611.0,12461.0,7807.0,8714247.0,10142947.0,14222780.0,11969955.0,11589802.0,19288527.0,77871000.0,160434000.0,77694000.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53409.0,58351.0,97476.0,118202.0,874789.0,134000.0,294000.0,100000.0,100000.0,9201000.0,10251000.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913700.0,2639650.0,7353061.0,8054190.0,802328.0,7012527.0,11044227.0,48082000.0,49649000.0,19360000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58929.0,261782.0,2562445.0,3221590.0,3660120.0,7320357.0,27632000.0,65632000.0,96669000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.48,-3.75
