,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-166936.0,-909745.0,-538076.0,-1805789.0,-6197744.0,-2454453.0,-5416418.0,929244.0,-10812200.0,-8115740.0,-12069687.0,-19986826.0,-16525314.0,-47031118.0,-73556230.0,-93435000.0,-66515000.0,-16612000.0,-26469000.0,-17862000.0,-14359000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2483815.0,3741241.0,2921292.0,2776415.0,2883752.0,4591120.0,9168862.0,12399000.0,11802000.0,9108000.0,10675000.0,3523000.0,171000.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100420.0,132288.0,148002.0,159337.0,175686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20552062.0,17606860.0,66561683.0,112751000.0,23900000.0,44141000.0,32363000.0,25178000.0,41614000.0,25208000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12031000.0,6063000.0,20884000.0,253000.0,3240000.0,250000.0
