,2016,2017,2018,2019,2020,2021,2022
net_income,-30404000.0,-12544000.0,-21917000.0,-18027000.0,-19587000.0,-60725000.0,-59927000.0
cash_and_equiv,89286000.0,7298000.0,15399000.0,37473000.0,17807000.0,32905000.0,12736000.0
depreication,153000.0,1304000.0,2180000.0,2663000.0,3449000.0,2880000.0,2180000.0
long_term_debt,0.0,7897000.0,16582000.0,17216000.0,38971000.0,38081000.0,39987000.0
long_term_assets,0.0,13144000.0,8410000.0,21734000.0,55453000.0,34208000.0,27815000.0
revenue,0.0,0.0,0.0,0.0,0.0,4784000.0,236000.0
eps_diluted,0.0,0.0,0.0,0.0,-18.45,-10.88,-6.31
