,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,146000000.0,119000000.0,300000000.0,196000000.0,187000000.0,592000000.0,423000000.0,246000000.0
revenue,0.0,2997000000.0,804000000.0,799000000.0,830000000.0,1008000000.0,862000000.0,898000000.0
net_income,0.0,199000000.0,-1220000000.0,69000000.0,136000000.0,26000000.0,128000000.0,112000000.0
eps_diluted,0.0,2.69,-16.47,0.92,1.79,0.34,0.29,0.23
depreication,0.0,59000000.0,64000000.0,72000000.0,73000000.0,86000000.0,92000000.0,84000000.0
long_term_debt,0.0,0.0,2548000000.0,3068000000.0,2832000000.0,3912000000.0,2696000000.0,2523000000.0
long_term_assets,0.0,0.0,913000000.0,945000000.0,1076000000.0,1138000000.0,1195000000.0,1206000000.0
