,2009,2010,2011,2012,2013,2015,2016,2017,2018,2019,2021,2022
cash_and_equiv,4478000.0,8366000.0,10789000.0,11901000.0,13444000.0,13303000.0,23747000.0,21707000.0,21194000.0,12653000.0,11626000.0,13922000.0
revenue,0.0,31032000.0,33159000.0,33859000.0,38273000.0,42814000.0,12530000.0,41593000.0,42600000.0,43447000.0,36347000.0,56972000.0
net_income,0.0,2585000.0,2610000.0,1438000.0,2231000.0,10038000.0,-10815000.0,-5155000.0,-12813000.0,-8813000.0,-6329000.0,-7547000.0
depreication,0.0,440000.0,410000.0,427000.0,490000.0,420000.0,648000.0,858000.0,809000.0,688000.0,504000.0,485000.0
eps_diluted,0.0,0.0,0.26,0.16,0.22,0.97,-1.04,-0.44,-1.05,-0.64,-0.46,-0.47
long_term_assets,0.0,0.0,2643000.0,1857000.0,1707000.0,8924000.0,2279000.0,2195000.0,2054000.0,4262000.0,2610000.0,6524000.0
