,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,416336.0,13224194.0,7600284.0,13563791.0,4241937.0,34689000.0,17712000.0
revenue,0.0,234000.0,368000.0,2390279.0,3495832.0,5451000.0,8592000.0
net_income,0.0,-35792422.0,-15335000.0,-45147883.0,-23511050.0,-17218070.0,-22162000.0
long_term_assets,0.0,199250.0,805800.0,8928295.0,6454496.0,5292000.0,3583000.0
depreication,0.0,32306.0,66663.0,249583.0,399242.0,382000.0,548000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-4.36,-4.69
