,2017,2018,2019,2020,2021,2022
net_income,-12723000.0,-1892000.0,-10244000.0,-12475000.0,-75665000.0,-64915000.0
revenue,0.0,5080000.0,3618000.0,5163000.0,18448000.0,14249000.0
cash_and_equiv,0.0,48580000.0,113151000.0,142743000.0,65921000.0,112488000.0
long_term_assets,0.0,5940000.0,15728000.0,16313000.0,23910000.0,23258000.0
depreication,0.0,640000.0,3067000.0,4150000.0,4640000.0,3602000.0
eps_diluted,0.0,0.0,-2.41,-1.69,-2.3,-0.99
