,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,22627000.0,25155000.0,70742000.0,66195000.0,37164000.0,36125000.0,113377000.0,140889000.0,110920000.0
net_income,0.0,11427000.0,10664000.0,65011000.0,28119000.0,27169000.0,-302434000.0,25435000.0,25252000.0
eps_diluted,0.0,0.51,0.1,0.49,0.21,0.2,-2.22,0.18,0.2
depreication,0.0,38999000.0,128288000.0,177140000.0,153931000.0,74781000.0,76926000.0,79741000.0,79163000.0
revenue,0.0,0.0,1064177000.0,358074000.0,380041000.0,283535000.0,124050000.0,170197000.0,182740000.0
long_term_debt,0.0,0.0,2804590000.0,2518895000.0,2369568000.0,2113588000.0,1602234000.0,1026920000.0,1004273000.0
long_term_assets,0.0,0.0,3766993000.0,3866487000.0,3768809000.0,3752254000.0,2769681000.0,1639550000.0,1616849000.0
