,2015,2016,2017,2018,2019,2020,2021,2022
net_income,90918000.0,258162000.0,-93690000.0,38090000.0,7796000.0,91586000.0,168822000.0,45727000.0
eps_diluted,-15.88,-3.76,-0.89,0.37,0.08,0.9,1.72,0.53
depreication,95196000.0,107995000.0,111273000.0,125100000.0,133969000.0,134623000.0,137247000.0,131754000.0
revenue,0.0,3666942000.0,975783000.0,1091739000.0,1068561000.0,4235677000.0,4771719000.0,5129179000.0
cash_and_equiv,0.0,102701000.0,220175000.0,116991000.0,225962000.0,735820000.0,395596000.0,219405000.0
long_term_debt,0.0,2133036000.0,1851224000.0,2150128000.0,2286158000.0,867624000.0,888868000.0,786626000.0
long_term_assets,0.0,1658542000.0,1714836000.0,1900886000.0,2138054000.0,2204032000.0,1998814000.0,1805755000.0
