,2017,2018,2019,2020,2021,2022
net_income,-9253000.0,-14060000.0,-23136000.0,-19933000.0,-55275000.0,-95568000.0
cash_and_equiv,90483000.0,147840000.0,207136000.0,114634000.0,181564000.0,105762000.0
long_term_assets,772000.0,392000.0,4411000.0,9684000.0,10522000.0,11009000.0
depreication,0.0,29000.0,166000.0,396000.0,645000.0,662000.0
revenue,0.0,0.0,0.0,20750000.0,34897000.0,65267000.0
eps_diluted,0.0,0.0,-2.3,-2.97,-1.28,-2.19
