,2020,2021,2022
revenue,0.0,1000000.0,0.0
net_income,-40053000.0,-50158000.0,-60345000.0
cash_and_equiv,74854000.0,47699000.0,143235000.0
long_term_assets,1421000.0,1140000.0,1841000.0
depreication,394000.0,512000.0,484000.0
eps_diluted,0.0,-2.21,-1.67
