,2017,2018,2019,2020,2021,2022
cash_and_equiv,1237183000.0,1225645000.0,1082055000.0,906555000.0,1516992000.0,828540000
revenue,0.0,415332000.0,394072000.0,8999000.0,789888000.0,1651339000
net_income,0.0,87609000.0,78915000.0,-55831000.0,2271000.0,-99943000
eps_diluted,0.0,3.29,5.26,-1.64,0.07,-3
depreication,0.0,112058000.0,109343000.0,112062000.0,121999000.0,124629000
long_term_assets,0.0,0.0,1969015000.0,2307042000.0,3417143000.0,4303504000
