,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
cash_and_equiv,48967992.0,56806471.0,12419922.0,18336163.0,13602399.0,13682624.0,1736971.0,0.0,0.0,163145.0,160024.0,972066.0,1253661.0
net_income,0.0,22698443.0,-23960186.0,-29217082.0,-49669341.0,-9567988.0,-43132702.0,-8383546.0,523155.0,476695.0,7107760.0,-229898.0,-4193202.0
eps_diluted,0.0,6.79,-6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,24805240.0,31397854.0,30235076.0,13081368.0,2809594.0,1339750.0,387495.0,3895402.0,3411907.0,3039593.0,3042520.0,3063243.0
depreication,0.0,1011815.0,1678653.0,1892084.0,2151325.0,816240.0,441431.0,304807.0,279283.0,322486.0,311057.0,324338.0,361899.0
revenue,0.0,0.0,0.0,47850292.0,44709526.0,34075959.0,0.0,94338.0,7265955.0,4502851.0,6593332.0,7424391.0,6166318.0
