,2019,2020,2021,2022
net_income,-13088000.0,-29539000.0,-42292000.0,-46180000.0
cash_and_equiv,3924000.0,157150000.0,42748000.0,24487000.0
long_term_debt,7496000.0,14239000.0,13749000.0,18089000.0
long_term_assets,40000.0,2486000.0,34591000.0,2040000.0
depreication,12000.0,36000.0,68000.0,74000.0
eps_diluted,0.0,0.0,-1.81,-1.96
