,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,155010.0,-1028682.0,1010882.0,648199.0,288497.0,2668886.0,2838116.0,4994045.0,4389915.0,-9240409.0,-22364941.0,-10470081,-7807995.0,-13020958.0
cash_and_equiv,356552.0,41139.0,415369.0,333045.0,66963.0,146095.0,1486737.0,6045521.0,10442857.0,973772.0,1769994.0,19487023,15426976.0,10610181.0
revenue,0.0,3304055.0,13732153.0,12162046.0,13673531.0,47653114.0,56887389.0,93704560.0,120628200.0,22641417.0,39265041.0,43518384,43130934.0,50274923.0
eps_diluted,0.0,-0.03,0.02,0.02,0.01,0.39,0.4,0.59,0.31,-0.9,0.0,-1,0.02,0.0
long_term_debt,0.0,1353222.0,814455.0,359231.0,635110.0,6269206.0,8827185.0,25154792.0,20062200.0,31806011.0,20695448.0,35681712,36038638.0,46082938.0
long_term_assets,0.0,66498.0,43556.0,106736.0,367698.0,8296524.0,9023153.0,19106771.0,23752736.0,33364503.0,25515088.0,24630343,18197594.0,15488338.0
depreication,0.0,23255.0,22942.0,18865.0,11143.0,494654.0,772434.0,2296010.0,3141610.0,2319508.0,3013986.0,1865726,1335189.0,1862690.0
