,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,21641000.0,9032000.0,25656000.0,12601000.0,7435000.0,5305000.0,5225000.0,1439000.0,-2489000.0,-1660000.0,3468000.0,6388000.0,-85840000.0,7363000.0,-33052000.0
eps_diluted,0.8,0.3,0.79,0.47,0.36,0.28,0.32,0.09,-0.11,-0.07,0.14,0.26,-3.39,0.28,-1.63
cash_and_equiv,410067000.0,485450000.0,607594000.0,558804000.0,367894000.0,356642000.0,154500000.0,150953000.0,66805000.0,41844000.0,43484000.0,45576000.0,47878000.0,30861000.0,21654000.0
depreication,0.0,12503000.0,11773000.0,14253000.0,0.0,0.0,0.0,0.0,0.0,0.0,13655000.0,11927000.0,10561000.0,9379000.0,10314000.0
long_term_assets,0.0,0.0,225743000.0,214444000.0,202902000.0,192164000.0,183008000.0,173121000.0,617557000.0,591019000.0,565364000.0,607397000.0,652550000.0,705615000.0,710966000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64117000.0,135786000.0,121569000.0,160844000.0,170267000.0,135218000.0,145809000.0,486239000.0
