,2020,2021,2022
revenue,52453.0,519885.0,5635553.0
net_income,-3827988.0,-34864740.0,-34015022.0
eps_diluted,-0.56,-3.68,-1.38
cash_and_equiv,506666.0,23264777.0,18930986.0
long_term_assets,7297178.0,5543670.0,9701797.0
depreication,808150.0,3210448.0,3307832.0
