,2018,2019,2020,2021,2022
revenue,91867000.0,31020000.0,43143000.0,219855000.0,279075000.0
net_income,-38878000.0,-10292000.0,-14201000.0,-76677000.0,-139919000.0
depreication,1844000.0,2569000.0,3084000.0,6151000.0,11421000.0
cash_and_equiv,0.0,7795000.0,219447000.0,297561000.0,91573000.0
long_term_debt,0.0,72416000.0,45887000.0,398348000.0,416283000.0
long_term_assets,0.0,24393000.0,22554000.0,100912000.0,99809000.0
eps_diluted,0.0,0.0,-0.99,-1.08,-1.91
