,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,96457000.0,139757000.0,124021000.0,96985000.0,93547000.0,148665000.0,181641000.0,170262000.0,183098000.0,203215000.0,141512000.0,112266000.0,495425000.0,503341000.0,371263000.0
net_income,0.0,7747000.0,13889000.0,-3409000.0,8787000.0,69450000.0,1358000.0,110000.0,3095000.0,-95690000.0,-42327000.0,-26978000.0,12587000.0,32942000.0,-15511000.0
eps_diluted,0.0,0.33,0.59,0.15,0.37,2.84,0.06,0.0,0.12,-3.72,-1.39,-0.73,0.26,0.68,-0.34
depreication,0.0,12883000.0,14580000.0,16350000.0,16009000.0,14433000.0,17961000.0,23516000.0,27283000.0,0.0,31697000.0,25515000.0,21776000.0,18564000.0,16706000.0
long_term_assets,0.0,0.0,31989000.0,30366000.0,25987000.0,96629000.0,118803000.0,180021000.0,240703000.0,168618000.0,245952000.0,240364000.0,247474000.0,514176000.0,464037000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744756000.0,452548000.0,370881000.0,669666000.0,612659000.0,404896000.0
