,2017,2018,2019,2020,2021,2022
net_income,-31044535.0,-82865874.0,-54746235.0,-57992000.0,-79561000.0,-129615000.0
cash_and_equiv,8548638.0,68080175.0,227233384.0,209520000.0,137703000.0,115516000.0
long_term_assets,14379105.0,22242698.0,54907778.0,91121000.0,136921000.0,163898000.0
revenue,0.0,0.0,13291956.0,15563000.0,37701000.0,15920000.0
depreication,0.0,0.0,2238560.0,4172000.0,7873000.0,8723000.0
eps_diluted,0.0,0.0,0.0,-1.54,-1.8,-2.87
