,2020,2021,2022
revenue,0.0,18943000.0,0.0
net_income,-51799000.0,-65570000.0,111214000.0
cash_and_equiv,168198000.0,59774000.0,156152000.0
long_term_assets,2430000.0,140621000.0,86645000.0
depreication,62000.0,100000.0,100000.0
eps_diluted,0.0,-1.52,2.38
