,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,3778000.0,4948000.0,18635000.0,14337000.0,24913000.0,28526000.0,28743000.0
revenue,0.0,11134000.0,14717000.0,20408000.0,117014000.0,151312000.0,209390000.0
net_income,0.0,0.0,90000.0,3567000.0,9287000.0,5403000.0,565000.0
long_term_debt,0.0,53923000.0,53759000.0,49910000.0,99768000.0,148631000.0,123846000.0
long_term_assets,0.0,8987000.0,11959000.0,37895000.0,135192000.0,219985000.0,267260000.0
depreication,0.0,876000.0,2522000.0,2145000.0,3570000.0,5117000.0,7109000.0
eps_diluted,0.0,0.0,0.01,0.05,0.15,0.26,0.0
