,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-2012.0,-45734.0,76366.0,43380.0,-325284.0,-5030583.0,-1764947.0,-5577450.0,-9513271.0,-388778,1347457,-565514.0
cash_and_equiv,17988.0,4462.0,818.0,168.0,45843.0,1974.0,15691.0,41070.0,48310.0,102435,687338,490280.0
long_term_assets,0.0,0.0,48531.0,34487.0,28433.0,5570.0,700.0,659005.0,1040385.0,536897,13971499,492780.0
revenue,0.0,0.0,290910.0,264672.0,0.0,0.0,0.0,306407.0,279143.0,83227,1915088,6550133.0
depreication,0.0,0.0,13158.0,14044.0,47.0,47.0,0.0,59875.0,552958.0,110572,300855,1617032.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
