,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,133574000.0,220655000.0,344541000.0,299169000.0,130000000.0,388000000.0,373000000.0,509000000.0,184000000.0,238000000.0,563000000.0,196000000.0,216000000.0,1676000000.0,507000000.0,118000000.0
net_income,0.0,218304000.0,243150000.0,69510000.0,30931000.0,62574000.0,28000000.0,100000000.0,-83000000.0,-220000000.0,-2013000000.0,-328000000.0,-373000000.0,511000000.0,230000000.0,46000000.0
eps_diluted,0.0,2.32,2.66,0.76,0.35,0.69,0.3,0.87,-0.73,-1.99,-17.98,-2.91,-3.27,4.39,1.76,0.35
depreication,0.0,499386000.0,551043000.0,594997000.0,652674000.0,714000000.0,771000000.0,1106000000.0,1172000000.0,1100000000.0,861000000.0,700000000.0,608000000.0,558000000.0,540000000.0,534000000.0
long_term_debt,0.0,0.0,1457796000.0,1642040000.0,10757643000.0,11684525000.0,11911397000.0,20505000000.0,20123000000.0,18131000000.0,16269000000.0,15988000000.0,15687000000.0,15031000000.0,14504000000.0,13821000000.0
long_term_assets,0.0,0.0,11346477000.0,11826930000.0,12362751000.0,13187193000.0,13370000000.0,21855000000.0,21429000000.0,17278000000.0,13382000000.0,12310000000.0,12182000000.0,11496000000.0,11738000000.0,11587000000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18438000000.0,3059000000.0,3453000000.0,3286000000.0,11789000000.0,12368000000.0,12211000000.0
