,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-25692135.0,-35689611.0,-48903244.0,-21924829.0,-20368890.0,-20187308.0,-3503000.0,-2434000.0,3413000.0,-2381.0,-2735.0,-1449.0,-1602000.0,-208000.0,-12941658.0,-13853897.0,-10134252.0,-14069083.0
cash_and_equiv,0.0,0.0,0.0,19297284.0,19241581.0,28252204.0,15093124.0,4010530.0,6700493.0,11669435.0,22076749.0,24118037.0,27991743.0,62313418.0,63792657.0,60036763.0,71430954.0,18505493.0
depreication,0.0,0.0,0.0,0.0,219202.0,108257.0,41869.0,69528.0,100487.0,40186.0,26704.0,14127.0,28098.0,25881.0,23944.0,21342.0,26149.0,17707.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,14590172.0,15079666.0,15145919.0,15163637.0,15140573.0,15180117.0,15109287.0,15090741.0,14464332.0,14900601.0,14702176.0,15397512.0,15167796.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,1558227.0,34000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4037500.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-0.29
