,2016,2017,2018,2019,2020,2021,2022
revenue,124371000.0,54117000.0,75221000.0,97049000.0,118082000.0,541130000.0,683191000.0
net_income,-37208000.0,-11669000.0,-19614000.0,-38305000.0,-1936000.0,-46677000.0,-92222000.0
depreication,3060000.0,4692000.0,6192000.0,6880000.0,10633000.0,16170000.0,22194000.0
cash_and_equiv,0.0,27210000.0,165116000.0,74363000.0,178223000.0,278000000.0,300866000.0
long_term_assets,0.0,53082000.0,63824000.0,195650000.0,206796000.0,499381000.0,582363000.0
eps_diluted,0.0,0.0,0.0,-1.03,-0.42,-0.44,-0.83
