,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-25595.0,-35195.0,-26727.0,-327870.0,-522946.0,-364741.0,-484202.0,-2724504.0,-2074621.0,-3159408.0,469728.0,-1241654.0,-1802489.0,-675624.0
long_term_assets,0.0,0.0,0.0,37820.0,37820.0,277820.0,37820.0,0.0,378600.0,378600.0,0.0,31996.0,20337.0,8676.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,8.0,60.0,70416.0,44209.0,5761.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13230.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.44,0.15,-0.18,-20.3,-2.25
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.0,11660.0
