,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-2624000.0,-13510000.0,-29044000.0,-49520000.0,-73219000.0,-82260000.0,-84578000.0,-27192000.0,-44568000.0,-19208000.0,-28302000.0,-35709000.0
cash_and_equiv,4541000.0,14776000.0,18078000.0,6414000.0,43224000.0,43930000.0,17578000.0,73286000.0,62478000.0,18820000.0,51829000.0,31230000.0
long_term_debt,675000.0,2086000.0,5774000.0,10174000.0,11243000.0,13209000.0,4690000.0,10200000.0,12688000.0,3283000.0,35095000.0,17677000.0
long_term_assets,0.0,849000.0,2468000.0,3694000.0,8752000.0,6099000.0,74000.0,652000.0,3838000.0,3038000.0,4275000.0,13139000.0
depreication,0.0,93000.0,231000.0,450000.0,1286000.0,2238000.0,1650000.0,0.0,0.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,277000.0,653000.0,295000.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.03,-7.47,-3.09
