,2020,2021,2022
revenue,550846000.0,698144000.0,867872000.0
net_income,-129171000.0,-21947000.0,-55185000.0
eps_diluted,-4.32,-1.34,-1.6
depreication,23838000.0,25501000.0,24210000.0
cash_and_equiv,0.0,19344000.0,16838000.0
long_term_debt,0.0,445304000.0,392910000.0
long_term_assets,0.0,355014000.0,448114000.0
