,2020,2021,2022
revenue,294000.0,1496000.0,6814000.0
net_income,-23427000.0,-64851000.0,-73164000.0
cash_and_equiv,62676000.0,188498000.0,117472000.0
long_term_assets,3192000.0,4988000.0,5387000.0
depreication,289000.0,726000.0,1015000.0
eps_diluted,0.0,-17.57,-1.04
