,2015,2016,2017,2018,2019,2020,2021,2022
revenue,21200000.0,26300000.0,154000000.0,85300000.0,80200000.0,187800000.0,293100000.0,608500000.0
depreication,2100000.0,6600000.0,17800000.0,30300000.0,34800000.0,35000000.0,36800000.0,44400000.0
cash_and_equiv,0.0,3400000.0,5300000.0,2600000.0,6900000.0,2800000.0,600000.0,3700000.0
long_term_debt,0.0,21700000.0,60000000.0,119400000.0,97500000.0,57500000.0,165200000.0,92900000.0
long_term_assets,0.0,113400000.0,210600000.0,241400000.0,234800000.0,204900000.0,287900000.0,241500000.0
net_income,0.0,0.0,-3100000.0,1000000.0,-700000.0,-10300000.0,8600000.0,15100000.0
eps_diluted,0.0,0.0,-0.36,0.11,-0.01,-1.21,0.63,0.65
