,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-838999.0,-408328.0,-388434.0,-835740.0,-1520761.0,-1160173.0,-744070,-214472,-417314.0,-3035043.0,-148050,-2638556,-2269691.0
cash_and_equiv,4262.0,128238.0,52703.0,0.0,3259.0,2893.0,2893,21721,0.0,22790.0,70081,1093195,0.0
long_term_assets,123135.0,284597.0,116463.0,130752.0,533659.0,753915.0,352686,249248,178885.0,198345.0,153927,6390551,6031848.0
depreication,54282.0,43031.0,22261.0,18836.0,32218.0,134152.0,143922,103438,101708.0,53947.0,32538,55825,40252.0
eps_diluted,0.0,0.0,0.0,-0.72,-0.29,-0.05,0,0,-0.84,-0.83,86018507,546098201,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,557375,635948,608790.0,600981.0,584806,10997988,9817426.0
