,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4731735.0,5285719.0,11281027.0,5678143.0,9807957.0,18191493.0,18071210.0,28014321.0,18536111.0,8547777.0,10081721.0,16449636.0,13216000.0,16650000.0
revenue,0.0,24366755.0,35192532.0,37473966.0,53353080.0,58045292.0,0.0,75287726.0,73947619.0,77651354.0,85034182.0,93075000.0,140755000.0,270883000.0
net_income,0.0,1180954.0,6167446.0,7701194.0,4733844.0,5432851.0,4682008.0,8013062.0,3847839.0,4274547.0,4566156.0,7293000.0,20327000.0,49362000.0
eps_diluted,0.0,0.09,0.48,0.6,0.36,0.4,0.34,0.59,0.28,0.32,0.34,0.53,1.47,3.55
long_term_assets,0.0,9424610.0,10021806.0,14995741.0,12216136.0,13813515.0,16873988.0,19482635.0,28350635.0,33137111.0,39381792.0,42774621.0,54406000.0,69006000.0
depreication,0.0,498014.0,358502.0,404765.0,476400.0,699869.0,1216083.0,1449202.0,1622094.0,2047746.0,2178409.0,2422000.0,2302000.0,3413000.0
