,2018,2019,2020,2021,2022
revenue,296282000.0,312054000.0,289545000.0,320477000.0,317432000.0
net_income,-67739000.0,-54014000.0,-49926000.0,-60543000.0,-43174000.0
eps_diluted,-1.68,-1.27,-1.17,-1.42,-1.01
long_term_debt,483069000.0,528771000.0,532650000.0,546219000.0,567924000.0
long_term_assets,596165000.0,566659000.0,536676000.0,485861000.0,479185000.0
depreication,41519000.0,39149000.0,35955000.0,27863000.0,19593000.0
