,2020,2021,2022
revenue,430843000.0,888555000,2472973000.0
eps_diluted,0.0,0,0.51
depreication,104167000.0,104908000,97313000.0
cash_and_equiv,0.0,72786000,516659000.0
long_term_debt,0.0,753577000,605818000.0
long_term_assets,0.0,2010341000,2043287000.0
