,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,10417000.0,26027000.0,23712000.0,41832000.0,0.0,201421000.0,251678000.0,250187000.0
revenue,0.0,751337000.0,265195000.0,313133000.0,247748000.0,1899996000.0,3074990000.0,3805948000.0
net_income,0.0,-12751000.0,61155000.0,23187000.0,-1823000.0,-743930000.0,113299000.0,154969000.0
eps_diluted,0.0,-0.16,0.79,0.3,-0.02,-5.01,0.54,0.75
depreication,0.0,112112000.0,112862000.0,124461000.0,119938000.0,214362000.0,237285000.0,241880000.0
long_term_debt,0.0,0.0,156296000.0,883752000.0,764681000.0,1563176000.0,1531091000.0,1507414000.0
long_term_assets,0.0,0.0,1465140000.0,1441893000.0,1429385000.0,2209931000.0,2073801000.0,1888902000.0
