,2018,2019,2020,2021,2022
revenue,1511168.0,480000.0,700913.0,10175258.0,9292724.0
net_income,-15266184.0,-16432308.0,-42397279.0,-73177935.0,-79971847.0
eps_diluted,-0.94,-1.1,-2.67,-1.46,-1.48
depreication,909002.0,816686.0,858408.0,1125032.0,1145995.0
cash_and_equiv,0.0,92532788.0,75150998.0,174391243.0,143758678.0
long_term_assets,0.0,1966552.0,5165359.0,3556892.0,3084412.0
