,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-42501.0,-12207.0,8490.0,-928278.0,-728635.0,-771946.0,152661.0,-353037.0,375280,-23287,737348,149752
revenue,0.0,0.0,243927.0,210633.0,437896.0,189406.0,3240005.0,3558483.0,3821106,5037518,6556864,5624500
long_term_assets,0.0,0.0,3068.0,28769.0,20844.0,17676.0,117261.0,911912.0,934479,1809331,2065134,3569750
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,0,0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,36532.0,33697.0,47978,67275,59283,40319
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275422,277364,418413,234235
