,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,892061000.0,550669000.0,485705000.0,688687000.0,541896000.0,642444000.0,346487000.0,586720000.0,790971000.0,777615000.0,640513000.0,745423000.0,904045000.0,1088624000.0,1422546000.0,994352000
net_income,0.0,38894000.0,-581154000.0,-333514000.0,-195521000.0,-144021000.0,-85431000.0,-40637000.0,11667000.0,72584000.0,1261953000.0,-344690000.0,253434000.0,361291000.0,500196000.0,152902000
eps_diluted,0.0,0.42,-6.37,-3.58,-2.04,-1.45,-0.83,-0.38,0.1,0.51,7.53,-2.49,1.61,2.32,3.19,1
long_term_debt,0.0,0.0,198829000.0,469945000.0,453493000.0,684970000.0,1827074000.0,2055927000.0,1938673000.0,1377848000.0,1430715000.0,1649453000.0,1526346000.0,1443987000.0,1586315000.0,2101708000
long_term_assets,0.0,0.0,198621000.0,676525000.0,618580000.0,465453000.0,406968000.0,379442000.0,830841000.0,860383000.0,1945400000.0,1634973000.0,1564878000.0,1569758000.0,1676321000.0,1683736000
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600573000.0,2801687000.0,3094286000.0,3572131000.0,3532157000.0,3620684000.0,3632661000
