,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-10226.0,20186000.0,1875000.0,-5652000.0,-7169000.0,-1004000.0,0.0,0.0
cash_and_equiv,5000.0,362535.0,172196.0,0.0,3234000.0,9241000.0,20300000.0,18454000.0
long_term_debt,169183.0,150127.0,334421000.0,465378000.0,578582000.0,506721000.0,1187672000.0,1228927000.0
long_term_assets,178957.0,54731828.0,160719000.0,304204000.0,370291000.0,281945000.0,748810000.0,720893000.0
revenue,0.0,344114000.0,119970000.0,88718000.0,98183000.0,106091000.0,514901000.0,663641000.0
depreication,0.0,14733000.0,14674000.0,19740000.0,39092000.0,40775000.0,49697000.0,70681000.0
eps_diluted,0.0,0.0,0.0,-0.29,-0.5,0.38,-0.34,-0.5
