,2020,2021,2022
revenue,863000.0,1125000.0,0.0
net_income,-23739000.0,-48959000.0,-83887000.0
cash_and_equiv,59687000.0,115826000.0,461393000.0
long_term_debt,9290000.0,13277000.0,15149000.0
long_term_assets,1810000.0,1843000.0,16216000.0
depreication,697000.0,661000.0,0.0
eps_diluted,0.0,-3.95,-2.13
