,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,0.0,20000000.0,45800000.0,182300000.0,168500000.0,108800000.0,264100000.0,207900000.0,452500000.0
depreication,188800000.0,194300000.0,208300000.0,206500000.0,217000000.0,236200000.0,270700000.0,365000000.0,369600000.0
cash_and_equiv,0.0,182400000.0,131600000.0,14400000.0,20300000.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,3343200000.0,3422800000.0,3375200000.0,3387300000.0,3707300000.0,5803200000.0,5998800000.0,5487900000.0
revenue,0.0,0.0,1026000000.0,1051600000.0,1114000000.0,1177200000.0,1238500000.0,1475200000.0,1551900000.0
eps_diluted,0.0,0.0,0.67,1.47,1.14,0.73,1.73,1.33,2.91
