,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,438820000.0,380446000.0,383489000.0,586691000.0,773990000.0,520945000.0,134805000.0,147724000.0,111838000.0,214000000.0,69000000.0,54000000.0,106000000.0,71000000.0,191000000.0,57000000.0
net_income,0.0,-5316910000.0,-352038000.0,-81444000.0,71336000.0,156244000.0,65197000.0,143122000.0,134633000.0,204627000.0,-36996000.0,251000000.0,243000000.0,-677000000.0,1314000000.0,1213000000.0
eps_diluted,0.0,-2.45,-0.15,-0.02,0.01,0.02,0.01,0.03,0.03,0.04,-0.01,0.06,0.05,-0.16,0.32,0.31
depreication,0.0,203752000.0,309450000.0,273691000.0,267880000.0,266295000.0,253314000.0,266423000.0,272214000.0,268979000.0,299000000.0,301000000.0,468000000.0,506000000.0,533000000.0,536000000.0
long_term_assets,0.0,0.0,6462426000.0,6391311000.0,6219042000.0,7226661000.0,7425767000.0,6819319000.0,7484773000.0,7360946000.0,7858473000.0,7695000000.0,10146000000.0,9366000000.0,9094000000.0,8984000000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,3799095000.0,1090952000.0,1196146000.0,5017220000.0,1403898000.0,1496000000.0,2062000000.0,2189000000.0,8696000000.0,9003000000.0
